,serial number,timestamp,ID,App ID,Function,Attribute,Value,Lower bound,Upper bound
481,113,2022-12-20 16:52:17.181226,5d66f23706e589000157e7ec,105035,select_applications,None,105035,None,None
482,131,2022-12-20 16:53:28.748659,5d66f23706e589000157e7ec,105035,select_reject_application,fair,"[{'attribute': '106647_Owns Property', 'value': '0.027'}, {'attribute': '106488_Owns Property', 'value': '0.035'}, {'attribute': '106401_Gender', 'value': '0'}, {'attribute': '106401_Years since changing  identity document', 'value': '0'}, {'attribute': '105035_Number of times social circle at default risk for 30 days', 'value': '0'}, {'attribute': '106488_Gender', 'value': '0'}, {'attribute': '106488_Loan Credit amount ', 'value': '0.052'}, {'attribute': '100241_Number of times social circle defaulted on loan for 30 days', 'value': '0'}, {'attribute': '106401_Application Hour', 'value': '0'}, {'attribute': '106401_Application Day', 'value': '0'}, {'attribute': '106802_Number of times social circle defaulted on loan for 60 days', 'value': '0'}, {'attribute': '106401_Age', 'value': '0.038'}, {'attribute': '101367_Income', 'value': '0.043'}, {'attribute': '101367_Goods Price', 'value': '0.035'}, {'attribute': '100241_Accompanied while applying', 'value': '0'}, {'attribute': '106647_Gender', 'value': '0.005'}, {'attribute': '106647_Years since changing phone', 'value': '0'}, {'attribute': '105035_Occupation Type', 'value': '0.024'}, {'attribute': '106802_Accompanied while applying', 'value': '0'}, {'attribute': '105035_Income', 'value': '0.052'}, {'attribute': '106802_Gender', 'value': '0'}, {'attribute': '106802_Occupation Type', 'value': '0.033'}, {'attribute': '106647_Goods Price', 'value': '0.043'}, {'attribute': '106802_Goods Price', 'value': '0.039'}, {'attribute': '106401_Number of times social circle defaulted on loan for 60 days', 'value': '0'}, {'attribute': '106802_Number of times social circle at default risk for 30 days', 'value': '0'}, {'attribute': '105035_Years in current employment', 'value': '0.033'}, {'attribute': '106647_Income', 'value': '0.058'}, {'attribute': '100241_Application Day', 'value': '0'}, {'attribute': '106488_Income', 'value': '0.053'}, {'attribute': '106802_Owns Property', 'value': '0.056'}, {'attribute': '106401_Occupation Type', 'value': '0.042'}, {'attribute': '100241_Gender', 'value': '0'}, {'attribute': '100241_Income', 'value': '0.058'}, {'attribute': '100241_Owns Property', 'value': '0.04'}, {'attribute': '101367_Gender', 'value': '0'}, {'attribute': '105035_Owns Property', 'value': '0.053'}, {'attribute': '100241_Number of times social circle defaulted on loan for 60 days', 'value': '0'}, {'attribute': '106647_Number of times social circle at default risk for 30 days', 'value': '0'}, {'attribute': '106488_Number of times social circle defaulted on loan for 60 days', 'value': '0'}, {'attribute': '105035_Loan Credit amount ', 'value': '0.058'}, {'attribute': '106401_Accompanied while applying', 'value': '0'}, {'attribute': '106401_Loan Credit amount ', 'value': '0.047'}, {'attribute': '106802_Age', 'value': '0.037'}, {'attribute': '105035_Gender', 'value': '0'}, {'attribute': '101367_Loan Credit amount ', 'value': '0.047'}, {'attribute': '106401_Income', 'value': '0.058'}, {'attribute': '106488_Occupation Type', 'value': '0.026'}, {'attribute': '105035_Accompanied while applying', 'value': '0'}, {'attribute': '100241_Loan Credit amount ', 'value': '0.048'}, {'attribute': '106802_Loan Credit amount ', 'value': '0.044'}, {'attribute': '106401_Number of times social circle were at risk to default on loan for 60 days', 'value': '0'}, {'attribute': '106647_Years since changing  identity document', 'value': '0'}, {'attribute': '106802_Income', 'value': '0.049'}, {'attribute': '100241_Number of times social circle at default risk for 30 days', 'value': '0'}]",0.0,0.0
483,133,2022-12-20 16:53:34.065506,5d66f23706e589000157e7ec,104860,select_applications,None,104860,None,None
484,150,2022-12-20 16:54:36.783552,5d66f23706e589000157e7ec,104860,select_reject_application,fair,"[{'attribute': '106488_Gender', 'value': '0'}, {'attribute': '106488_Loan Credit amount ', 'value': '0.052'}, {'attribute': '106401_Application Hour', 'value': '0'}, {'attribute': '106401_Application Day', 'value': '0'}, {'attribute': '104860_Gender', 'value': '0'}, {'attribute': '104860_Income', 'value': '0.054'}, {'attribute': '106401_Age', 'value': '0.038'}, {'attribute': '106647_Gender', 'value': '0.005'}, {'attribute': '105035_Occupation Type', 'value': '0.024'}, {'attribute': '106802_Accompanied while applying', 'value': '0'}, {'attribute': '105035_Income', 'value': '0.052'}, {'attribute': '106802_Goods Price', 'value': '0.039'}, {'attribute': '105035_Years in current employment', 'value': '0.033'}, {'attribute': '106488_Income', 'value': '0.053'}, {'attribute': '106802_Owns Property', 'value': '0.056'}, {'attribute': '104860_Application Hour', 'value': '0'}, {'attribute': '106647_Number of times social circle at default risk for 30 days', 'value': '0'}, {'attribute': '105035_Loan Credit amount ', 'value': '0.058'}, {'attribute': '106802_Age', 'value': '0.037'}, {'attribute': '105035_Gender', 'value': '0'}, {'attribute': '106401_Income', 'value': '0.058'}, {'attribute': '105035_Accompanied while applying', 'value': '0'}, {'attribute': '106802_Loan Credit amount ', 'value': '0.044'}, {'attribute': '106647_Years since changing  identity document', 'value': '0'}, {'attribute': '106647_Owns Property', 'value': '0.027'}, {'attribute': '106488_Owns Property', 'value': '0.035'}, {'attribute': '106401_Gender', 'value': '0'}, {'attribute': '106401_Years since changing  identity document', 'value': '0'}, {'attribute': '105035_Number of times social circle at default risk for 30 days', 'value': '0'}, {'attribute': '100241_Number of times social circle defaulted on loan for 30 days', 'value': '0'}, {'attribute': '104860_Loan Credit amount ', 'value': '0.054'}, {'attribute': '106802_Number of times social circle defaulted on loan for 60 days', 'value': '0'}, {'attribute': '101367_Income', 'value': '0.043'}, {'attribute': '101367_Goods Price', 'value': '0.035'}, {'attribute': '100241_Accompanied while applying', 'value': '0'}, {'attribute': '106647_Years since changing phone', 'value': '0'}, {'attribute': '104860_Occupation Type', 'value': '0.033'}, {'attribute': '106802_Gender', 'value': '0'}, {'attribute': '106802_Occupation Type', 'value': '0.033'}, {'attribute': '106647_Goods Price', 'value': '0.043'}, {'attribute': '106401_Number of times social circle defaulted on loan for 60 days', 'value': '0'}, {'attribute': '106802_Number of times social circle at default risk for 30 days', 'value': '0'}, {'attribute': '104860_Owns Property', 'value': '0.053'}, {'attribute': '104860_Application Day', 'value': '0'}, {'attribute': '106647_Income', 'value': '0.058'}, {'attribute': '100241_Application Day', 'value': '0'}, {'attribute': '106401_Occupation Type', 'value': '0.042'}, {'attribute': '100241_Gender', 'value': '0'}, {'attribute': '100241_Income', 'value': '0.058'}, {'attribute': '100241_Owns Property', 'value': '0.04'}, {'attribute': '101367_Gender', 'value': '0'}, {'attribute': '105035_Owns Property', 'value': '0.053'}, {'attribute': '100241_Number of times social circle defaulted on loan for 60 days', 'value': '0'}, {'attribute': '104860_Number of times social circle defaulted on loan for 60 days', 'value': '0'}, {'attribute': '106488_Number of times social circle defaulted on loan for 60 days', 'value': '0'}, {'attribute': '104860_Goods Price', 'value': '0.042'}, {'attribute': '106401_Accompanied while applying', 'value': '0'}, {'attribute': '104860_Number of times social circle at default risk for 30 days', 'value': '0'}, {'attribute': '106401_Loan Credit amount ', 'value': '0.047'}, {'attribute': '101367_Loan Credit amount ', 'value': '0.047'}, {'attribute': '106488_Occupation Type', 'value': '0.026'}, {'attribute': '104860_Accompanied while applying', 'value': '0'}, {'attribute': '100241_Loan Credit amount ', 'value': '0.048'}, {'attribute': '106401_Number of times social circle were at risk to default on loan for 60 days', 'value': '0'}, {'attribute': '106802_Income', 'value': '0.049'}, {'attribute': '100241_Number of times social circle at default risk for 30 days', 'value': '0'}]",0.0,0.0
485,152,2022-12-20 16:54:47.606850,5d66f23706e589000157e7ec,103570,select_applications,None,103570,None,None
486,165,2022-12-20 16:55:55.457697,5d66f23706e589000157e7ec,103570,select_reject_application,unfair,"[{'attribute': '103570_Goods Price', 'value': '0.034'}, {'attribute': '106488_Gender', 'value': '0'}, {'attribute': '106488_Loan Credit amount ', 'value': '0.052'}, {'attribute': '106401_Application Hour', 'value': '0'}, {'attribute': '106401_Application Day', 'value': '0'}, {'attribute': '104860_Gender', 'value': '0'}, {'attribute': '104860_Income', 'value': '0.054'}, {'attribute': '103570_Gender', 'value': '0'}, {'attribute': '103570_Loan Credit amount ', 'value': '0.055'}, {'attribute': '106401_Age', 'value': '0.038'}, {'attribute': '106647_Gender', 'value': '0.005'}, {'attribute': '105035_Occupation Type', 'value': '0.024'}, {'attribute': '106802_Accompanied while applying', 'value': '0'}, {'attribute': '105035_Income', 'value': '0.052'}, {'attribute': '106802_Goods Price', 'value': '0.039'}, {'attribute': '105035_Years in current employment', 'value': '0.033'}, {'attribute': '106488_Income', 'value': '0.053'}, {'attribute': '106802_Owns Property', 'value': '0.056'}, {'attribute': '104860_Application Hour', 'value': '0'}, {'attribute': '103570_Owns Property', 'value': '0.052'}, {'attribute': '106647_Number of times social circle at default risk for 30 days', 'value': '0'}, {'attribute': '103570_Application Day', 'value': '0'}, {'attribute': '105035_Loan Credit amount ', 'value': '0.058'}, {'attribute': '106802_Age', 'value': '0.037'}, {'attribute': '105035_Gender', 'value': '0'}, {'attribute': '106401_Income', 'value': '0.058'}, {'attribute': '105035_Accompanied while applying', 'value': '0'}, {'attribute': '106802_Loan Credit amount ', 'value': '0.044'}, {'attribute': '106647_Years since changing  identity document', 'value': '0'}, {'attribute': '106647_Owns Property', 'value': '0.027'}, {'attribute': '106488_Owns Property', 'value': '0.035'}, {'attribute': '106401_Gender', 'value': '0'}, {'attribute': '106401_Years since changing  identity document', 'value': '0'}, {'attribute': '105035_Number of times social circle at default risk for 30 days', 'value': '0'}, {'attribute': '100241_Number of times social circle defaulted on loan for 30 days', 'value': '0'}, {'attribute': '103570_Accompanied while applying', 'value': '0'}, {'attribute': '103570_Income', 'value': '0.055'}, {'attribute': '104860_Loan Credit amount ', 'value': '0.054'}, {'attribute': '106802_Number of times social circle defaulted on loan for 60 days', 'value': '0'}, {'attribute': '101367_Income', 'value': '0.043'}, {'attribute': '101367_Goods Price', 'value': '0.035'}, {'attribute': '100241_Accompanied while applying', 'value': '0'}, {'attribute': '106647_Years since changing phone', 'value': '0'}, {'attribute': '104860_Occupation Type', 'value': '0.033'}, {'attribute': '106802_Gender', 'value': '0'}, {'attribute': '106802_Occupation Type', 'value': '0.033'}, {'attribute': '106647_Goods Price', 'value': '0.043'}, {'attribute': '106401_Number of times social circle defaulted on loan for 60 days', 'value': '0'}, {'attribute': '106802_Number of times social circle at default risk for 30 days', 'value': '0'}, {'attribute': '104860_Owns Property', 'value': '0.053'}, {'attribute': '104860_Application Day', 'value': '0'}, {'attribute': '106647_Income', 'value': '0.058'}, {'attribute': '100241_Application Day', 'value': '0'}, {'attribute': '106401_Occupation Type', 'value': '0.042'}, {'attribute': '100241_Gender', 'value': '0'}, {'attribute': '100241_Income', 'value': '0.058'}, {'attribute': '100241_Owns Property', 'value': '0.04'}, {'attribute': '101367_Gender', 'value': '0'}, {'attribute': '105035_Owns Property', 'value': '0.053'}, {'attribute': '100241_Number of times social circle defaulted on loan for 60 days', 'value': '0'}, {'attribute': '104860_Number of times social circle defaulted on loan for 60 days', 'value': '0'}, {'attribute': '106488_Number of times social circle defaulted on loan for 60 days', 'value': '0'}, {'attribute': '104860_Goods Price', 'value': '0.042'}, {'attribute': '106401_Accompanied while applying', 'value': '0'}, {'attribute': '104860_Number of times social circle at default risk for 30 days', 'value': '0'}, {'attribute': '106401_Loan Credit amount ', 'value': '0.047'}, {'attribute': '101367_Loan Credit amount ', 'value': '0.047'}, {'attribute': '106488_Occupation Type', 'value': '0.026'}, {'attribute': '104860_Accompanied while applying', 'value': '0'}, {'attribute': '103570_Number of times social circle defaulted on loan for 60 days', 'value': '0'}, {'attribute': '100241_Loan Credit amount ', 'value': '0.048'}, {'attribute': '106401_Number of times social circle were at risk to default on loan for 60 days', 'value': '0'}, {'attribute': '106802_Income', 'value': '0.049'}, {'attribute': '100241_Number of times social circle at default risk for 30 days', 'value': '0'}, {'attribute': '103570_Application Hour', 'value': '0'}]",0.0,0.0
487,169,2022-12-20 16:56:11.702867,5d66f23706e589000157e7ec,100445,select_applications,None,100445,None,None
488,182,2022-12-20 16:57:00.103444,5d66f23706e589000157e7ec,100445,select_reject_application,fair,"[{'attribute': '103570_Goods Price', 'value': '0.034'}, {'attribute': '106488_Gender', 'value': '0'}, {'attribute': '106488_Loan Credit amount ', 'value': '0.052'}, {'attribute': '106401_Application Hour', 'value': '0'}, {'attribute': '106401_Application Day', 'value': '0'}, {'attribute': '104860_Gender', 'value': '0'}, {'attribute': '104860_Income', 'value': '0.054'}, {'attribute': '103570_Gender', 'value': '0'}, {'attribute': '103570_Loan Credit amount ', 'value': '0.055'}, {'attribute': '106401_Age', 'value': '0.038'}, {'attribute': '100445_Gender', 'value': '0'}, {'attribute': '106647_Gender', 'value': '0.005'}, {'attribute': '105035_Occupation Type', 'value': '0.024'}, {'attribute': '106802_Accompanied while applying', 'value': '0'}, {'attribute': '105035_Income', 'value': '0.052'}, {'attribute': '100445_Accompanied while applying', 'value': '0'}, {'attribute': '106802_Goods Price', 'value': '0.039'}, {'attribute': '105035_Years in current employment', 'value': '0.033'}, {'attribute': '100445_Income', 'value': '0.059'}, {'attribute': '106488_Income', 'value': '0.053'}, {'attribute': '106802_Owns Property', 'value': '0.056'}, {'attribute': '100445_Occupation Type', 'value': '0.031'}, {'attribute': '104860_Application Hour', 'value': '0'}, {'attribute': '103570_Owns Property', 'value': '0.052'}, {'attribute': '106647_Number of times social circle at default risk for 30 days', 'value': '0'}, {'attribute': '103570_Application Day', 'value': '0'}, {'attribute': '105035_Loan Credit amount ', 'value': '0.058'}, {'attribute': '106802_Age', 'value': '0.037'}, {'attribute': '105035_Gender', 'value': '0'}, {'attribute': '106401_Income', 'value': '0.058'}, {'attribute': '105035_Accompanied while applying', 'value': '0'}, {'attribute': '106802_Loan Credit amount ', 'value': '0.044'}, {'attribute': '106647_Years since changing  identity document', 'value': '0'}, {'attribute': '100445_Owns Property', 'value': '0.045'}, {'attribute': '106647_Owns Property', 'value': '0.027'}, {'attribute': '106488_Owns Property', 'value': '0.035'}, {'attribute': '106401_Gender', 'value': '0'}, {'attribute': '106401_Years since changing  identity document', 'value': '0'}, {'attribute': '105035_Number of times social circle at default risk for 30 days', 'value': '0'}, {'attribute': '100445_Loan Credit amount ', 'value': '0.056'}, {'attribute': '100241_Number of times social circle defaulted on loan for 30 days', 'value': '0'}, {'attribute': '103570_Accompanied while applying', 'value': '0'}, {'attribute': '103570_Income', 'value': '0.055'}, {'attribute': '104860_Loan Credit amount ', 'value': '0.054'}, {'attribute': '106802_Number of times social circle defaulted on loan for 60 days', 'value': '0'}, {'attribute': '101367_Income', 'value': '0.043'}, {'attribute': '101367_Goods Price', 'value': '0.035'}, {'attribute': '100241_Accompanied while applying', 'value': '0'}, {'attribute': '106647_Years since changing phone', 'value': '0'}, {'attribute': '104860_Occupation Type', 'value': '0.033'}, {'attribute': '106802_Gender', 'value': '0'}, {'attribute': '106802_Occupation Type', 'value': '0.033'}, {'attribute': '106647_Goods Price', 'value': '0.043'}, {'attribute': '106401_Number of times social circle defaulted on loan for 60 days', 'value': '0'}, {'attribute': '106802_Number of times social circle at default risk for 30 days', 'value': '0'}, {'attribute': '104860_Owns Property', 'value': '0.053'}, {'attribute': '104860_Application Day', 'value': '0'}, {'attribute': '106647_Income', 'value': '0.058'}, {'attribute': '100241_Application Day', 'value': '0'}, {'attribute': '106401_Occupation Type', 'value': '0.042'}, {'attribute': '100241_Gender', 'value': '0'}, {'attribute': '100241_Income', 'value': '0.058'}, {'attribute': '100241_Owns Property', 'value': '0.04'}, {'attribute': '100445_Loan annuity', 'value': '0.039'}, {'attribute': '101367_Gender', 'value': '0'}, {'attribute': '105035_Owns Property', 'value': '0.053'}, {'attribute': '100241_Number of times social circle defaulted on loan for 60 days', 'value': '0'}, {'attribute': '104860_Number of times social circle defaulted on loan for 60 days', 'value': '0'}, {'attribute': '106488_Number of times social circle defaulted on loan for 60 days', 'value': '0'}, {'attribute': '104860_Goods Price', 'value': '0.042'}, {'attribute': '106401_Accompanied while applying', 'value': '0'}, {'attribute': '104860_Number of times social circle at default risk for 30 days', 'value': '0'}, {'attribute': '106401_Loan Credit amount ', 'value': '0.047'}, {'attribute': '101367_Loan Credit amount ', 'value': '0.047'}, {'attribute': '100445_Number of times social circle defaulted on loan for 60 days', 'value': '0'}, {'attribute': '106488_Occupation Type', 'value': '0.026'}, {'attribute': '104860_Accompanied while applying', 'value': '0'}, {'attribute': '103570_Number of times social circle defaulted on loan for 60 days', 'value': '0'}, {'attribute': '100241_Loan Credit amount ', 'value': '0.048'}, {'attribute': '106401_Number of times social circle were at risk to default on loan for 60 days', 'value': '0'}, {'attribute': '106802_Income', 'value': '0.049'}, {'attribute': '100241_Number of times social circle at default risk for 30 days', 'value': '0'}, {'attribute': '103570_Application Hour', 'value': '0'}]",0.0,0.0
489,184,2022-12-20 16:57:19.402221,5d66f23706e589000157e7ec,0,Click on Feature Combination Button,None,"{'attribute': 'Installments', 'value': 'Fixed', 'total_count': '20', 'risk_rate': '30'}",None,None
490,185,2022-12-20 16:57:22.242087,5d66f23706e589000157e7ec,0,Clicked-on-Causal-Graph-Node,Node Value,Number of family members,None,None
491,186,2022-12-20 16:57:26.089360,5d66f23706e589000157e7ec,0,Clicked-on-Causal-Graph-Node,Node Value,Age,None,None
492,187,2022-12-20 16:57:26.092982,5d66f23706e589000157e7ec,0,Clicked-on-Causal-Graph-Node,Node Value,Age,None,None
493,188,2022-12-20 16:57:26.096905,5d66f23706e589000157e7ec,0,Clicked-on-Causal-Graph-Node,Node Value,Age,None,None
494,189,2022-12-20 16:57:33.384465,5d66f23706e589000157e7ec,100278,select_applications,None,100278,None,None
495,2,2022-12-20 15:10:32.897111,5e8a39059d97d006d0bd8439,0,apply_refine_search,Income,None,None,None
496,4,2022-12-20 15:10:56.518619,5e8a39059d97d006d0bd8439,106647,select_applications,None,106647,None,None
497,13,2022-12-20 15:12:28.400228,5e8a39059d97d006d0bd8439,106647,select_reject_application,fair,"[{'attribute': '106647_Gender', 'value': '0'}]",0.0,0.0
498,19,2022-12-20 15:12:47.639026,5e8a39059d97d006d0bd8439,106401,select_applications,None,106401,None,None
499,24,2022-12-20 15:12:59.045738,5e8a39059d97d006d0bd8439,106647,select_reject_application,unfair,"[{'attribute': '106647_Gender', 'value': '0'}]",0.0,0.0
500,28,2022-12-20 15:13:34.705264,5e8a39059d97d006d0bd8439,106401,select_reject_application,unfair,"[{'attribute': '106647_Gender', 'value': '0'}]",0.0,0.0
501,32,2022-12-20 15:13:41.223351,5e8a39059d97d006d0bd8439,106488,select_applications,None,106488,None,None
502,35,2022-12-20 15:14:50.842898,5e8a39059d97d006d0bd8439,106488,select_reject_application,unfair,"[{'attribute': '106401_Owns Car', 'value': '0'}, {'attribute': '106647_Gender', 'value': '0'}]",0.0,0.0
503,37,2022-12-20 15:14:55.474184,5e8a39059d97d006d0bd8439,101367,select_applications,None,101367,None,None
504,40,2022-12-20 15:16:15.111443,5e8a39059d97d006d0bd8439,101367,select_reject_application,unfair,"[{'attribute': '106401_Owns Car', 'value': '0'}, {'attribute': '106647_Gender', 'value': '0'}]",0.0,0.0
505,42,2022-12-20 15:16:33.212675,5e8a39059d97d006d0bd8439,0,apply_refine_search,Owns Car,None,None,None
506,43,2022-12-20 15:16:44.731141,5e8a39059d97d006d0bd8439,0,apply_refine_search,Gender,None,None,None
507,44,2022-12-20 15:16:52.113003,5e8a39059d97d006d0bd8439,100001,select_applications,None,100001,None,None
508,46,2022-12-20 15:16:53.961632,5e8a39059d97d006d0bd8439,100005,select_applications,None,100005,None,None
509,52,2022-12-20 15:18:36.048169,5e8a39059d97d006d0bd8439,100001,select_reject_application,fair,"[{'attribute': '106401_Owns Car', 'value': '0'}, {'attribute': '106647_Gender', 'value': '0'}]",0.0,0.0
510,57,2022-12-20 15:19:15.599591,5e8a39059d97d006d0bd8439,100005,select_reject_application,fair,"[{'attribute': '106401_Owns Car', 'value': '0'}, {'attribute': '106647_Gender', 'value': '0'}]",0.0,0.0
511,59,2022-12-20 15:19:20.345191,5e8a39059d97d006d0bd8439,100013,select_applications,None,100013,None,None
512,63,2022-12-20 15:19:54.689653,5e8a39059d97d006d0bd8439,100013,select_reject_application,fair,"[{'attribute': '106401_Owns Car', 'value': '0'}, {'attribute': '106647_Gender', 'value': '0'}]",0.0,0.0
513,65,2022-12-20 15:20:02.332959,5e8a39059d97d006d0bd8439,100028,select_applications,None,100028,None,None
514,67,2022-12-20 15:20:25.774071,5e8a39059d97d006d0bd8439,0,Click on Feature Combination Button,None,"{'attribute': 'Installments', 'value': 'Fixed', 'total_count': '11', 'risk_rate': '100'}",None,None
515,68,2022-12-20 15:20:29.417614,5e8a39059d97d006d0bd8439,0,Clicked-on-Causal-Graph-Node,Node Value,Income,None,None
516,74,2022-12-20 15:21:24.588785,5e8a39059d97d006d0bd8439,100028,select_reject_application,unfair,"[{'attribute': '106401_Owns Car', 'value': '0'}, {'attribute': '106647_Gender', 'value': '0'}]",0.0,0.0
517,77,2022-12-20 15:21:28.051321,5e8a39059d97d006d0bd8439,100038,select_applications,None,100038,None,None
518,81,2022-12-20 15:21:54.786330,5e8a39059d97d006d0bd8439,100038,select_reject_application,fair,"[{'attribute': '106401_Owns Car', 'value': '0'}, {'attribute': '106647_Gender', 'value': '0'}]",0.0,0.0
519,83,2022-12-20 15:22:06.142698,5e8a39059d97d006d0bd8439,100042,select_applications,None,100042,None,None
520,85,2022-12-20 15:22:16.470172,5e8a39059d97d006d0bd8439,100042,select_reject_application,fair,"[{'attribute': '106401_Owns Car', 'value': '0'}, {'attribute': '106647_Gender', 'value': '0'}]",0.0,0.0
521,88,2022-12-20 15:22:22.633621,5e8a39059d97d006d0bd8439,100057,select_applications,None,100057,None,None
522,91,2022-12-20 15:22:50.629165,5e8a39059d97d006d0bd8439,100065,select_applications,None,100065,None,None
523,92,2022-12-20 15:23:41.894998,5e8a39059d97d006d0bd8439,0,Applications_Prediction_Confidence,None,ascend,None,None
524,93,2022-12-20 15:23:43.677703,5e8a39059d97d006d0bd8439,0,Applications_Prediction_Confidence,None,ascend,None,None
525,94,2022-12-20 15:23:44.644716,5e8a39059d97d006d0bd8439,0,Applications_Prediction_Confidence,None,ascend,None,None
526,100,2022-12-20 15:24:11.712835,5e8a39059d97d006d0bd8439,100065,select_reject_application,unfair,"[{'attribute': '106401_Owns Car', 'value': '0'}, {'attribute': '106647_Gender', 'value': '0'}]",0.0,0.0
527,102,2022-12-20 15:24:17.220621,5e8a39059d97d006d0bd8439,100241,select_applications,None,100241,None,None
528,106,2022-12-20 15:24:26.974985,5e8a39059d97d006d0bd8439,100241,select_reject_application,fair,"[{'attribute': '106401_Owns Car', 'value': '0'}, {'attribute': '106647_Gender', 'value': '0'}]",0.0,0.0
529,108,2022-12-20 15:24:40.473566,5e8a39059d97d006d0bd8439,106802,select_applications,None,106802,None,None
530,110,2022-12-20 15:24:58.673108,5e8a39059d97d006d0bd8439,106802,select_reject_application,fair,"[{'attribute': '106401_Owns Car', 'value': '0'}, {'attribute': '106647_Gender', 'value': '0'}]",0.0,0.0
531,114,2022-12-20 15:25:11.878316,5e8a39059d97d006d0bd8439,105035,select_applications,None,105035,None,None
532,118,2022-12-20 15:25:21.866497,5e8a39059d97d006d0bd8439,105035,select_reject_application,fair,"[{'attribute': '106401_Owns Car', 'value': '0'}, {'attribute': '106647_Gender', 'value': '0'}]",0.0,0.0
533,120,2022-12-20 15:25:29.353992,5e8a39059d97d006d0bd8439,104860,select_applications,None,104860,None,None
534,124,2022-12-20 15:26:07.559896,5e8a39059d97d006d0bd8439,104860,select_reject_application,unfair,"[{'attribute': '106401_Owns Car', 'value': '0'}, {'attribute': '106647_Gender', 'value': '0'}]",0.0,0.0
535,126,2022-12-20 15:26:08.200226,5e8a39059d97d006d0bd8439,104860,select_reject_application,fair,"[{'attribute': '106401_Owns Car', 'value': '0'}, {'attribute': '106647_Gender', 'value': '0'}]",0.0,0.0
536,129,2022-12-20 15:26:19.183246,5e8a39059d97d006d0bd8439,103570,select_applications,None,103570,None,None
537,133,2022-12-20 15:26:57.616562,5e8a39059d97d006d0bd8439,100067,select_applications,None,100067,None,None
538,134,2022-12-20 15:26:58.187015,5e8a39059d97d006d0bd8439,100066,select_applications,None,100066,None,None
539,137,2022-12-20 15:27:12.963355,5e8a39059d97d006d0bd8439,100066,select_reject_application,fair,"[{'attribute': '106401_Owns Car', 'value': '0'}, {'attribute': '106647_Gender', 'value': '0'}]",0.0,0.0
540,144,2022-12-20 15:27:24.193656,5e8a39059d97d006d0bd8439,100067,select_reject_application,fair,"[{'attribute': '106401_Owns Car', 'value': '0'}, {'attribute': '106647_Gender', 'value': '0'}]",0.0,0.0
541,146,2022-12-20 15:27:37.336619,5e8a39059d97d006d0bd8439,100074,select_applications,None,100074,None,None
542,150,2022-12-20 15:28:11.169827,5e8a39059d97d006d0bd8439,100074,select_reject_application,fair,"[{'attribute': '106401_Owns Car', 'value': '0'}, {'attribute': '106647_Gender', 'value': '0'}]",0.0,0.0
543,154,2022-12-20 15:28:13.184822,5e8a39059d97d006d0bd8439,100074,select_reject_application,unfair,"[{'attribute': '106401_Owns Car', 'value': '0'}, {'attribute': '106647_Gender', 'value': '0'}]",0.0,0.0
544,156,2022-12-20 15:28:28.853064,5e8a39059d97d006d0bd8439,0,Applications_Prediction_Confidence,None,ascend,None,None
545,157,2022-12-20 15:28:31.890557,5e8a39059d97d006d0bd8439,100090,select_applications,None,100090,None,None
546,162,2022-12-20 15:28:56.544671,5e8a39059d97d006d0bd8439,103570,select_reject_application,unfair,"[{'attribute': '106401_Owns Car', 'value': '0'}, {'attribute': '106647_Gender', 'value': '0'}]",0.0,0.0
547,164,2022-12-20 15:29:37.434217,5e8a39059d97d006d0bd8439,0,Click on Feature Combination Button,None,"{'attribute': 'Installments', 'value': 'Fixed', 'total_count': '20', 'risk_rate': '30'}",None,None
548,165,2022-12-20 15:29:48.107532,5e8a39059d97d006d0bd8439,0,Click on Feature Combination Button,None,"{'attribute': 'Installments', 'value': 'Fixed', 'total_count': '20', 'risk_rate': '30'}",None,None
549,166,2022-12-20 15:29:54.075527,5e8a39059d97d006d0bd8439,0,Clicked-on-Causal-Graph-Node,Node Value,Years since changing phone,None,None
550,167,2022-12-20 15:29:58.472479,5e8a39059d97d006d0bd8439,0,Clicked-on-Causal-Graph-Node,Node Value,Installments,None,None
551,168,2022-12-20 15:29:58.476930,5e8a39059d97d006d0bd8439,0,Clicked-on-Causal-Graph-Node,Node Value,Installments,None,None
552,169,2022-12-20 15:29:58.475502,5e8a39059d97d006d0bd8439,0,Clicked-on-Causal-Graph-Node,Node Value,Installments,None,None
553,2,2022-12-20 14:41:27.365024,5e465ab4c07877130185c306,106647,select_applications,None,106647,None,None
554,4,2022-12-20 14:42:18.713225,5e465ab4c07877130185c306,0,apply_refine_search,Application Day,None,None,None
555,8,2022-12-20 14:42:49.759301,5e465ab4c07877130185c306,0,apply_refine_search,Accompanied while applying,Family,None,None
556,9,2022-12-20 14:42:50.317198,5e465ab4c07877130185c306,0,apply_refine_search,Accompanied while applying,Family,None,None
557,10,2022-12-20 14:43:12.794968,5e465ab4c07877130185c306,106401,select_applications,None,106401,None,None
558,12,2022-12-20 14:43:23.337156,5e465ab4c07877130185c306,0,apply_refine_search,Owns Car,None,None,None
559,16,2022-12-20 14:43:37.757428,5e465ab4c07877130185c306,106647,select_reject_application,unfair,[],0.0,0.0
560,18,2022-12-20 14:43:48.852025,5e465ab4c07877130185c306,0,apply_refine_search,Age,26-40,None,None
561,19,2022-12-20 14:43:53.257934,5e465ab4c07877130185c306,106488,select_applications,None,106488,None,None
562,22,2022-12-20 14:44:06.966622,5e465ab4c07877130185c306,106488,select_reject_application,fair,[],0.0,0.0
